V240001	V241172 - PRE: What does R dislike about the Democratic party [text]
231107	need to work together with other parties 
231166	
231189	Do not approve of abortions rights. 
231225	they cater to unions. I don’t like how they influence our school systems. 
231236	everything morals standards sanity 
231277	sometimes the public assistance programs go too far and people are manipulating the systems. go out of their way to try and appease everyone and offend no one. comes off as short sighted and not genuine. 
231319	sometimes spends too much 
231324	I feel like the good and decent people that represent us in Congress as part of the Democratic caucus, are sometimes too nice. I agree with the whole “when they go low we go high” idea, but you can’t go to a gun fight with water pistol. You have to fight fire with fire. Bullies do not respond to nice and descent, they will walk all over you. The Bible tells us to put on the armor and stand, prepared to FIGHT for goodness and truth, against all that is evil. Democrats need to be bold in their convictions to fight for what is right for all of America. 
231336	There destroying this country. 
231360	Lawfare, funding and fighting endless wars, supporting criminals over the communities they harm, endless handouts, harmful regulation and taxes. Insane immigration stance. 
231383	everything they stand for is against what i have known to be right and proper. 
231389	
231401	I just don’t think the Democratic Party has the American people in there Grace I don’t think they care about us I don’t think they look out for us I think they’re gonna destroy the United States 
231407	The party in total 
231448	Quite literally everything. 
231466	the leaders LIE, cheat, make up crap, and overall are disgustingly stupid 
231496	most things [CHAR(10)]dishonest in many areas 
231501	socialism, yet the people in power are not 
231519	All of their values have gone so far left that there is nothing to like about them. 
231525	Gun Control , free abortions , supporting illegal immigrants . 
231531	Too liberal policies. Too far left. Anti-Israel. Socialist leaning policies. One-world government. 
231543	Their open border policy and their stand on abortion.[CHAR(10)] 
231555	it has been hijacked by the extreme left. 
231615	too moderate on some key issues 
231709	There’s not as big of a difference between white conservatives and white liberals. Most white liberals are performative. Nothing epitomizes it more than the Cease Fire Now photo of government elected officials with not a single white person. Bernie Sanders, Katie Porter, Elizabeth Warren, none of them refusing to call for a cease fire?! I see white liberals exploit the votes of marginalized people without caring about any of them. They pretend to care to get their votes and then when it’s time to stand behind their commitment to these groups of people, every time they choose money, power and comfort. They choose upholding white supremacy. 
231739	of course- there’s lots to argue with. (but at least within the Democratic Party it’s possible to argue.) 
231770	weak immigration stance 
231788	disorganized and not forward thinking - seems like republicans are always ahead of democratic leaders - democrats also spend far too much would like to see a few years of moderate spending 
