V240001	V241110 - PRE: What is it that R likes about Democratic Presidential candidate [text]
233690	She will continue to protect democracy. 
233725	She agrees with me on all points 
233749	women’s rights 
233755	working on high cost of living/everyday essentials like medicine, food, housing 
233796	securing women’s right to vote, reversing Roe V Wade women’s choice for health decisions on abortion, immigration, security of country, inflation and taxation, keeping education department, addressing Supreme Court justices, keeping healthcare for all with affordable care act and not cutting Medicare for seniors 
233802	Stances on homeless programs and benefits to those who need aid. 
233808	supporting women candidates and she is younger than others. 
233873	Good for Americans think about life in[CHAR(10)]USA. 
233897	similar views, protects woman’s rights 
233914	abortion rights [CHAR(10)]separation of church and state [CHAR(10)]more aptly represents inclusivity [CHAR(10)]not DJT 
233932	
233944	women’s rights. family planning. not a felon 
233967	Progressive ideals. Furthering women’s rights and social support programs. 
233973	well educated and now the System 
233979	she’s a female 
234020	social policies 
234044	she is not Donald Trump 
234107	While she has many flaws, she is a much safer option in the upcoming election to ensure that human rights are kept for all groups, climate change initiatives are held up etc 
234137	she will uphold US Constitution 
234149	if she stop the genocide 
234161	integrity, truthfulness, experienced in political issues because of her background in CA and her extensive knowledge about current local, national, and global issues and concerns, like climate change, women's right to choose, environmental justice. but I disapprove of her stringent stance on immigration, border issues. good, though, on pathway to citizenship 
234173	She knows how to govern. She believes in the rule of law. She respects people's choices in religion and reproductive rights. She supports a woman's right to choose whether to start a family. She will continue the investment in manufacturing which will provide good union jobs. She will support gun safety laws. She will protect the Affordable Care Act and our environment. She will be a good leader in foreign affairs and support NATO. She will make good choices for the Supreme Court. She is smart and knows how to listen to multiple opinions. 
234185	because she will be the first women president in USA 
234191	She is female- she has honesty, dignity, and compassion. 
234197	Smart. Logical. Supports issues I want and has similar values. It's about time to have woman pres. I'm liberal and support helping the less fortunate. 
234215	Competent. Educated. Californian. Progressive. Pro Abortion Rights. 
234245	Democratic party. 
234304	honesty and helping middle class 
234351	Has a good record as District Attorney 
234480	Choice of Tim Walz as running mate, environmental bill sanctioning. 
234513	Kamala thinks and feel as I do about the economy & the people. Mid-Class needs to stabilize so American can move forward and prosper. 
234530	what she stands for 
234542	Raising tax rates and government spending. 
234554	Shes not Donald Trump. 
234572	Child tax credit 
234654	She has proven time and time again that she cares for people and strives to enact laws and policies that benefit. She has worked as a public servant all of her life. Though I do not agree with her on all things, I know she respects alternative views, has discussions with opponents and builds as cohesive of a plan as possible. I am confident she can restore balance and honor to our broken country. 
234660	Her stance on worker and employee rights and drive for higher wages nation wide. 
234678	Affordable housing co-sponsor. 
234713	Young, progressive, promotes a positive vision for the future. 
